entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label,primary_ip,primary_geo,fingerprint,login_hour,day_of_week,command_length,unique_resources,failed_login_count,is_known_device,is_known_location,auth_method_encoded,entity_type_encoded,anomaly_prediction,anomaly_score,predicted_attack_type,prediction_confidence
425a609f-7337-4599-b984-4388dc8aee30,edge_device,2023-10-01 11:14:44.074732,184.223.188.12,Seychelles,file_share,biometric,110,EXECUTE -> READ,Windows 10 | MAC: b6:f8:7a:8c:e1:27 | TCP/IP,normal,,,,11,6,2,1,0,0,0,0,0,-1,-0.0555101549805389,normal,0.9269559722816747
89fa6a68-8fb5-427b-beb7-99193f22faf8,service_account,2023-10-01 11:14:57.771769,123.109.110.182,Ukraine,port:22,token,1705,LOGOUT -> LOGOUT,Firmware v1.2 | MAC: 16:cc:b9:70:46:fc | TCP/IP,normal,,,,11,6,2,1,0,0,0,3,1,1,0.0161233377868184,Normal,1.0
9d9262af-2c8d-4e44-a71e-43a6bf85bf0e,user,2023-10-01 11:23:28.438291,153.253.34.181,Mexico,file_share,biometric,2524,READ -> READ,Windows 10 | MAC: c8:00:9b:92:6b:dc | TCP/IP,normal,,,,11,6,2,1,0,1,1,0,2,1,0.0626473061693542,Normal,1.0
e9c349e0-3602-48ac-90f1-bc81448aaa9e,user,2023-10-01 11:43:18.129306,206.132.117.214,Croatia,/etc/passwd,biometric,790,LOGIN -> READ,Ubuntu 22.04 | MAC: 22:ff:ca:ea:49:87 | TCP/IP,normal,,,,11,6,2,1,0,0,0,0,2,-1,-0.0156025466745698,normal,0.9412575570540374
55cee5db-9e87-404c-a208-6977a9f25336,user,2023-10-01 11:51:43.527570,79.8.22.75,Peru,/etc/passwd,password,3139,LOGOUT -> EXECUTE,Firmware v1.2 | MAC: 0a:9e:73:65:4b:0c | TCP/IP,normal,,,,11,6,2,1,0,0,0,2,2,1,0.0061542656073496,Normal,1.0
4eb93eff-ce88-4b2d-94e8-0839fc3e058b,user,2023-10-01 12:07:31.543338,115.218.156.42,Turkey,db_query,certificate,3003,EXECUTE -> READ,macOS 13 | MAC: 20:28:2b:f8:23:40 | TCP/IP,normal,,,,12,6,2,1,0,1,1,1,2,1,0.0780283829772195,Normal,1.0
89fa6a68-8fb5-427b-beb7-99193f22faf8,service_account,2023-10-01 12:15:59.980230,123.109.110.182,Ukraine,/api/v1/data,certificate,2549,EXECUTE -> DELETE,Firmware v1.2 | MAC: 16:cc:b9:70:46:fc | TCP/IP,normal,,,,12,6,2,1,0,1,1,1,1,1,0.0471903205841699,Normal,1.0
4f2d4796-81d2-47de-8ce1-eb90e6697833,user,2023-10-01 12:19:41.508119,148.224.46.65,Iraq,port:22,certificate,928,EXECUTE -> LOGIN,Ubuntu 22.04 | MAC: ac:97:41:62:d7:c2 | TCP/IP,normal,,,,12,6,2,1,0,1,1,1,2,1,0.0830281749486748,Normal,1.0
8ae8905b-54b4-4482-a858-6eba6a34c854,user,2023-10-01 12:21:11.161727,17.254.20.171,Costa Rica,file_share,password,1653,WRITE -> WRITE,Firmware v1.2 | MAC: 00:d7:c7:0a:c2:f4 | TCP/IP,normal,,,,12,6,2,1,0,0,0,2,2,1,0.0162695977965507,Normal,1.0
b8db0672-f42d-47cc-80d4-af5974273ca3,service_account,2023-10-01 12:29:26.142904,216.109.174.220,Macao,port:22,certificate,1831,DELETE -> LOGOUT,Ubuntu 22.04 | MAC: 5e:5b:36:98:65:4e | TCP/IP,normal,,,,12,6,2,1,0,0,0,1,1,-1,-0.0038405056427232,normal,0.9656318264673852
3f76be1d-1efa-4197-b394-988f847fd9b4,user,2023-10-01 12:39:32.952778,117.104.204.105,Angola,/etc/passwd,certificate,2464,EXECUTE -> EXECUTE,Firmware v1.2 | MAC: 3a:75:70:03:24:1e | TCP/IP,normal,,,,12,6,2,1,0,0,0,1,2,1,0.0002495978816424,Normal,1.0
9d9262af-2c8d-4e44-a71e-43a6bf85bf0e,user,2023-10-01 12:39:34.573975,153.253.34.181,Mexico,port:22,certificate,3236,WRITE -> WRITE,Windows 10 | MAC: c8:00:9b:92:6b:dc | TCP/IP,normal,,,,12,6,2,1,0,1,1,1,2,1,0.0651467440335568,Normal,1.0
9d9262af-2c8d-4e44-a71e-43a6bf85bf0e,user,2023-10-01 12:41:34.471891,153.253.34.181,Mexico,/etc/passwd,password,1525,EXECUTE -> LOGOUT,Windows 10 | MAC: c8:00:9b:92:6b:dc | TCP/IP,normal,,,,12,6,2,1,0,1,1,2,2,1,0.0995563276673929,Normal,1.0
b8db0672-f42d-47cc-80d4-af5974273ca3,service_account,2023-10-01 12:52:27.689203,216.109.174.220,Macao,system_config,certificate,2476,DELETE -> EXECUTE,Ubuntu 22.04 | MAC: 5e:5b:36:98:65:4e | TCP/IP,normal,,,,12,6,2,1,0,1,1,1,1,1,0.0510969911575408,Normal,1.0
ab3b4d37-560c-45ee-a38c-254c076e2bba,user,2023-10-01 12:53:07.143154,153.224.83.7,Saint Kitts and Nevis,/api/v1/data,token,628,LOGIN -> DELETE,Windows 11 | MAC: 96:54:ef:41:0d:c9 | TCP/IP,normal,,,,12,6,2,1,0,0,0,3,2,1,0.0025487425066506,Normal,1.0
43ff5011-3d1a-45dd-906e-5a9ab758588d,user,2023-10-01 13:02:27.780517,51.51.38.240,Kuwait,/etc/passwd,password,2710,LOGOUT -> DELETE,macOS 13 | MAC: 12:a1:25:04:ea:33 | TCP/IP,normal,,,,13,6,2,1,0,0,0,2,2,1,0.0073108435498292,Normal,1.0
1f115b76-d92c-4227-aadf-50853fcb7546,user,2023-10-01 13:08:19.296323,30.222.91.127,Papua New Guinea,/etc/passwd,biometric,1634,DELETE -> WRITE,macOS 14 | MAC: be:a2:e2:da:e4:51 | TCP/IP,normal,,,,13,6,2,1,0,0,0,0,2,-1,-0.0114013658330855,normal,0.9348355635386436
8ae8905b-54b4-4482-a858-6eba6a34c854,user,2023-10-01 13:32:01.031513,17.254.20.171,Costa Rica,/api/v1/data,password,1085,READ -> LOGOUT,Firmware v1.2 | MAC: 00:d7:c7:0a:c2:f4 | TCP/IP,normal,,,,13,6,2,1,0,1,1,2,2,1,0.1033837716643537,Normal,1.0
6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,user,2023-10-01 13:33:45.963510,41.243.96.76,Cuba,port:22,token,2296,LOGOUT -> EXECUTE,macOS 14 | MAC: 5a:ac:34:2f:c2:31 | TCP/IP,normal,,,,13,6,2,1,0,1,1,3,2,1,0.0867486732201185,Normal,1.0
1f115b76-d92c-4227-aadf-50853fcb7546,user,2023-10-01 13:38:18.463252,30.222.91.127,Papua New Guinea,file_share,token,1279,LOGIN -> DELETE,macOS 14 | MAC: be:a2:e2:da:e4:51 | TCP/IP,normal,,,,13,6,2,1,0,1,1,3,2,1,0.086897766964176,Normal,1.0
6808593f-dfed-4c43-a256-a6dc8f5486b7,user,2023-10-01 13:41:13.753204,193.79.33.157,Uzbekistan,system_config,biometric,1870,WRITE -> DELETE,macOS 13 | MAC: 2c:79:53:5a:d3:0c | TCP/IP,normal,,,,13,6,2,1,0,0,0,0,2,-1,-0.01379657047167,normal,0.9256569921100722
9c7c7377-79a2-4903-bbe3-3b243eae0032,user,2023-10-01 13:57:35.009012,168.37.73.189,Korea,port:22,token,676,DELETE -> READ,Windows 11 | MAC: 3e:d4:63:c4:fd:cc | TCP/IP,normal,,,,13,6,2,1,0,0,0,3,2,1,0.0054918620363351,Normal,1.0
ec5b227c-dfde-4fbf-bff3-50bf766ecb15,user,2023-10-01 13:58:02.131389,70.68.34.249,Australia,db_query,password,2838,LOGIN -> EXECUTE,Ubuntu 22.04 | MAC: 7c:07:2f:79:55:d0 | TCP/IP,normal,,,,13,6,2,1,0,1,1,2,2,1,0.0911446553500242,Normal,1.0
c84a7b28-550a-4b46-acab-3301bc8f7d29,service_account,2023-10-01 14:02:27.311946,205.252.63.27,Ethiopia,system_config,biometric,1891,READ -> WRITE,macOS 13 | MAC: 38:51:37:c3:13:f0 | TCP/IP,normal,,,,14,6,2,1,0,0,0,0,1,-1,-0.022664894839301,normal,0.9430817877735634
43b7a3a6-9a8d-4a03-980d-7b71d8f56413,user,2023-10-01 14:06:58.748280,167.89.205.230,Mauritania,/etc/passwd,biometric,2855,EXECUTE -> LOGIN,Ubuntu 22.04 | MAC: 92:3f:c1:28:96:b9 | TCP/IP,normal,,,,14,6,2,1,0,0,0,0,2,-1,-0.0207201588350937,normal,0.934462168919223
6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,user,2023-10-01 14:09:11.434578,41.243.96.76,Cuba,system_config,token,135,DELETE -> READ,macOS 14 | MAC: 5a:ac:34:2f:c2:31 | TCP/IP,normal,,,,14,6,2,1,0,1,1,3,2,1,0.0615485617290791,Normal,1.0
8cbfedb0-f264-4ccc-b9ac-1b1ea8e56e0c,user,2023-10-01 14:17:34.046786,110.197.44.73,Croatia,file_share,biometric,850,LOGIN -> DELETE,Windows 11 | MAC: e6:66:9f:cc:bf:e0 | TCP/IP,normal,,,,14,6,2,1,0,0,0,0,2,-1,-0.0164622970318955,normal,0.928859910191959
dc5c0eed-8da0-465b-b898-97b9405cacec,user,2023-10-01 14:20:00.741261,204.234.154.26,Pitcairn Islands,file_share,certificate,2009,LOGOUT -> LOGIN,Firmware v1.2 | MAC: 28:88:ae:39:96:de | TCP/IP,normal,,,,14,6,2,1,0,0,0,1,2,1,0.0041142279224769,Normal,1.0
5ec42e08-29a3-42e9-9d65-a441d58842de,service_account,2023-10-01 14:23:32.848498,49.22.42.33,Reunion,system_config,token,395,WRITE -> EXECUTE,Ubuntu 22.04 | MAC: 60:24:57:7d:53:ec | TCP/IP,normal,,,,14,6,2,1,0,1,1,3,1,1,0.0363082789763836,Normal,1.0
dc1110c1-080a-4dfb-a7c9-9b26114125c6,user,2023-10-01 14:24:58.747472,47.59.119.203,Fiji,/etc/passwd,certificate,997,WRITE -> LOGIN,macOS 13 | MAC: c8:f8:6d:43:f2:7c | TCP/IP,normal,,,,14,6,2,1,0,1,1,1,2,1,0.0870025859961889,Normal,1.0
91d63f78-e3e9-4e99-b10c-718b1eb0e38a,user,2023-10-01 14:32:58.833590,112.162.200.39,Niger,/etc/passwd,token,1501,READ -> READ,macOS 13 | MAC: aa:29:d6:a1:85:68 | TCP/IP,normal,,,,14,6,2,1,0,0,0,3,2,1,0.0198238343455687,Normal,1.0
dc5c0eed-8da0-465b-b898-97b9405cacec,user,2023-10-01 14:33:03.152169,204.234.154.26,Pitcairn Islands,file_share,biometric,354,LOGOUT -> DELETE,Firmware v1.2 | MAC: 28:88:ae:39:96:de | TCP/IP,normal,,,,14,6,2,1,0,1,1,0,2,1,0.0669626883070999,Normal,1.0
3f76be1d-1efa-4197-b394-988f847fd9b4,user,2023-10-01 14:34:33.109847,117.104.204.105,Angola,/api/v1/data,certificate,1397,DELETE -> READ,Firmware v1.2 | MAC: 3a:75:70:03:24:1e | TCP/IP,normal,,,,14,6,2,1,0,1,1,1,2,1,0.0954270636047836,Normal,1.0
6808593f-dfed-4c43-a256-a6dc8f5486b7,user,2023-10-01 14:34:56.262439,193.79.33.157,Uzbekistan,system_config,certificate,3314,READ -> WRITE,macOS 13 | MAC: 2c:79:53:5a:d3:0c | TCP/IP,normal,,,,14,6,2,1,0,1,1,1,2,1,0.0615977057413388,Normal,1.0
dc5c0eed-8da0-465b-b898-97b9405cacec,user,2023-10-01 14:36:49.275734,204.234.154.26,Pitcairn Islands,system_config,password,359,EXECUTE -> DELETE,Firmware v1.2 | MAC: 28:88:ae:39:96:de | TCP/IP,normal,,,,14,6,2,1,0,1,1,2,2,1,0.0909653467532508,Normal,1.0
006ed6e3-6fa1-4735-b572-f3d00b5cea6a,user,2023-10-01 14:39:59.283850,11.39.14.79,Haiti,/api/v1/data,password,2473,LOGIN -> LOGIN,Firmware v1.2 | MAC: b8:dc:23:a9:a0:3f | TCP/IP,normal,,,,14,6,2,1,0,0,0,2,2,1,0.0122381985664778,Normal,1.0
157d94a1-06f0-48ff-a9ba-5a27907bfe36,edge_device,2023-10-01 14:51:25.594941,136.175.76.226,Tonga,/etc/passwd,password,2754,LOGIN -> LOGIN,Windows 11 | MAC: 52:ec:5d:19:85:c2 | TCP/IP,normal,,,,14,6,2,1,0,0,0,2,0,-1,-0.0284853074060865,normal,0.9638497054197939
8cbfedb0-f264-4ccc-b9ac-1b1ea8e56e0c,user,2023-10-01 14:53:07.111689,110.197.44.73,Croatia,file_share,certificate,2346,READ -> LOGIN,Windows 11 | MAC: e6:66:9f:cc:bf:e0 | TCP/IP,normal,,,,14,6,2,1,0,1,1,1,2,1,0.0944825354065468,Normal,1.0
43b7a3a6-9a8d-4a03-980d-7b71d8f56413,user,2023-10-01 14:55:18.641223,167.89.205.230,Mauritania,db_query,biometric,2857,EXECUTE -> LOGIN,Ubuntu 22.04 | MAC: 92:3f:c1:28:96:b9 | TCP/IP,normal,,,,14,6,2,1,0,1,1,0,2,1,0.0653731458217746,Normal,1.0
ab3b4d37-560c-45ee-a38c-254c076e2bba,user,2023-10-01 14:55:33.592167,153.224.83.7,Saint Kitts and Nevis,db_query,password,685,DELETE -> LOGIN,Windows 11 | MAC: 96:54:ef:41:0d:c9 | TCP/IP,normal,,,,14,6,2,1,0,1,1,2,2,1,0.0983499198541657,Normal,1.0
3f76be1d-1efa-4197-b394-988f847fd9b4,user,2023-10-01 15:04:05.710416,117.104.204.105,Angola,system_config,password,3153,READ -> LOGOUT,Firmware v1.2 | MAC: 3a:75:70:03:24:1e | TCP/IP,normal,,,,15,6,2,1,0,1,1,2,2,1,0.0847098149341991,Normal,1.0
425a609f-7337-4599-b984-4388dc8aee30,edge_device,2023-10-01 15:04:20.405984,184.223.188.12,Seychelles,/etc/passwd,biometric,3007,DELETE -> LOGOUT,Windows 10 | MAC: b6:f8:7a:8c:e1:27 | TCP/IP,normal,,,,15,6,2,1,0,1,1,0,0,-1,-0.0134086434437316,normal,0.9651029774694091
9a1de644-815e-46d1-bb8f-aa1837f8a88b,user,2023-10-01 15:08:09.999966,76.185.193.138,Saint Barthelemy,port:22,password,1812,LOGIN -> WRITE,macOS 13 | MAC: c2:d6:70:e5:8e:03 | TCP/IP,normal,,,,15,6,2,1,0,0,0,2,2,1,0.019989641785312,Normal,1.0
006ed6e3-6fa1-4735-b572-f3d00b5cea6a,user,2023-10-01 15:08:45.696402,11.39.14.79,Haiti,file_share,certificate,2228,LOGOUT -> LOGIN,Firmware v1.2 | MAC: b8:dc:23:a9:a0:3f | TCP/IP,normal,,,,15,6,2,1,0,1,1,1,2,1,0.0903088435545085,Normal,1.0
4774bc58-c5f8-4c16-b786-0b5011c58ef0,edge_device,2023-10-01 15:12:29.699663,57.148.84.167,Philippines,db_query,password,2173,LOGOUT -> DELETE,Firmware v1.2 | MAC: 94:a9:0e:3b:85:5b | TCP/IP,normal,,,,15,6,2,1,0,0,0,2,0,-1,-0.0193246345221821,normal,0.9658662403757253
